product_id,source_platform,collection_date,price_cny,sales_lower_bound,sales_is_censored,sales_observed,official_store_claimed,museum_name,museum_ip_flag,product_category,product_format,price_tier,title_length_chars,keyword_excavation,keyword_gift,keyword_collectible,cluster_id,interpreted_cluster_label
product_6e1f54764243,Hooos public Taobao/Tmall listing index,2026-08-29,48.0,5.0,False,True,True,Sanxingdui,True,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,5,Sales-visible character collectibles
product_07f222680104,Hooos public Taobao/Tmall listing index,2026-08-29,19.8,9.0,False,True,True,Henan Museum,True,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,5,Sales-visible character collectibles
product_61efd691846c,Hooos public Taobao/Tmall listing index,2026-08-29,69.0,75.0,False,True,True,Shaanxi History Museum,True,Figurine / Display,Figurine,Mass Market (51-100 CNY),33,False,False,True,4,Premium museum figurines
product_2e84dde708cf,Hooos public Taobao/Tmall listing index,2026-08-29,49.5,7.0,False,True,True,Other / Unclear,False,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,5,Sales-visible character collectibles
product_d72d8fc17a15,Hooos public Taobao/Tmall listing index,2026-08-29,16.6,7.0,False,True,False,Other / Unclear,False,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,False,True,5,Sales-visible character collectibles
product_e40710e79a60,Hooos public Taobao/Tmall listing index,2026-08-29,16.8,20.0,False,True,True,Henan Museum,True,Figurine / Display,Other Blind-box Format,Budget (<=50 CNY),30,False,True,False,2,Broad museum collectible assortment
product_4617ea0af2a7,Hooos public Taobao/Tmall listing index,2026-08-29,12.0,4.0,False,True,True,Sanxingdui,True,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,5,Sales-visible character collectibles
product_4aa55a6157f0,Hooos public Taobao/Tmall listing index,2026-08-29,38.2,,False,False,True,Dunhuang,True,Figurine / Display,Plush / Bag Charm,Budget (<=50 CNY),29,False,True,False,2,Broad museum collectible assortment
product_729d22f8fd9b,Hooos public Taobao/Tmall listing index,2026-08-29,58.0,12.0,False,True,False,Other / Unclear,False,Figurine / Display,Gift Bag / Assortment,Mass Market (51-100 CNY),28,False,True,False,5,Sales-visible character collectibles
product_db865d6ab040,Hooos public Taobao/Tmall listing index,2026-08-29,34.3,23.0,False,True,True,Dunhuang,True,Figurine / Display,Other Blind-box Format,Budget (<=50 CNY),29,False,True,False,2,Broad museum collectible assortment
product_faf3ab1131e2,Hooos public Taobao/Tmall listing index,2026-08-29,51.0,,False,False,True,Chengdu Museum,True,Figurine / Display,Figurine,Mass Market (51-100 CNY),30,False,True,True,2,Broad museum collectible assortment
product_fa106af68f8d,Hooos public Taobao/Tmall listing index,2026-08-29,38.2,35.0,False,True,True,Shandong Museum,True,Figurine / Display,Magnet,Budget (<=50 CNY),28,False,True,False,2,Broad museum collectible assortment
product_b30203580be7,Hooos public Taobao/Tmall listing index,2026-08-29,26.0,67.0,False,True,True,Terracotta Warriors,True,Excavation Kit,Excavation / DIY Kit,Budget (<=50 CNY),30,True,True,False,3,Budget marketplace excavation kits
product_fa62ac19f760,Hooos public Taobao/Tmall listing index,2026-08-29,361.0,7.0,False,True,False,Terracotta Warriors,True,Figurine / Display,Figurine,High-end (>200 CNY),29,False,True,True,5,Sales-visible character collectibles
product_41c8130c5de8,Hooos public Taobao/Tmall listing index,2026-08-29,25.0,12.0,False,True,True,Sanxingdui,True,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,5,Sales-visible character collectibles
product_0a419d58cb6b,Hooos public Taobao/Tmall listing index,2026-08-29,35.0,19.0,False,True,True,Sanxingdui,True,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,2,Broad museum collectible assortment
product_532ccf2ed050,Hooos public Taobao/Tmall listing index,2026-08-29,48.0,3.0,False,True,False,Shaanxi History Museum,True,Figurine / Display,Magnet,Budget (<=50 CNY),29,False,False,False,5,Sales-visible character collectibles
product_43d562f85cfc,Hooos public Taobao/Tmall listing index,2026-08-29,80.1,3.0,False,True,True,Dunhuang,True,Figurine / Display,Figurine,Mass Market (51-100 CNY),32,False,True,True,5,Sales-visible character collectibles
product_f7296ed16208,Hooos public Taobao/Tmall listing index,2026-08-29,78.0,60.0,False,True,True,Sanxingdui,True,Figurine / Display,Figurine,Mass Market (51-100 CNY),30,False,True,True,2,Broad museum collectible assortment
product_eb062dd25704,Hooos public Taobao/Tmall listing index,2026-08-29,35.0,6.0,False,True,True,Palace Museum,True,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,5,Sales-visible character collectibles
product_e374209187ad,Hooos public Taobao/Tmall listing index,2026-08-29,103.0,11.0,False,True,True,Dunhuang,True,Figurine / Display,Other Blind-box Format,Premium (101-200 CNY),30,False,True,False,5,Sales-visible character collectibles
product_c009e5d6617e,Hooos public Taobao/Tmall listing index,2026-08-29,60.7,10.0,False,True,True,Other / Unclear,False,Figurine / Display,Figurine,Mass Market (51-100 CNY),30,False,True,True,5,Sales-visible character collectibles
product_f1042115346a,Hooos public Taobao/Tmall listing index,2026-08-29,51.9,8.0,False,True,True,Palace Museum,True,Figurine / Display,Magnet,Mass Market (51-100 CNY),33,False,True,False,4,Premium museum figurines
product_3170709989f1,Hooos public Taobao/Tmall listing index,2026-08-29,61.2,12.0,False,True,True,Other / Unclear,False,Figurine / Display,Gift Bag / Assortment,Mass Market (51-100 CNY),29,False,False,False,5,Sales-visible character collectibles
product_e8dd96f979ca,Hooos public Taobao/Tmall listing index,2026-08-29,221.0,2.0,False,True,True,Other / Unclear,False,Figurine / Display,Figurine,High-end (>200 CNY),30,False,True,True,5,Sales-visible character collectibles
product_5a875a872b60,Hooos public Taobao/Tmall listing index,2026-08-29,13.8,,False,False,False,Sanxingdui,True,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,2,Broad museum collectible assortment
product_f716c3dc49e1,Hooos public Taobao/Tmall listing index,2026-08-29,14.3,,False,False,False,Other / Unclear,False,Figurine / Display,Figurine,Budget (<=50 CNY),30,False,True,True,2,Broad museum collectible assortment
product_fddada46d499,Hooos public Taobao/Tmall listing index,2026-08-29,69.0,1.0,False,True,True,Shaanxi History Museum,True,Figurine / Display,Figurine,Mass Market (51-100 CNY),33,False,False,True,5,Sales-visible character collectibles
